"","id","tax","var","x","sign","lab","tax_level","lfc","order"
"1543","g__[Ruminococcus]7","g__[Ruminococcus]","CRP",0.706328088708867,"+","+ [Ruminococcus]","Genus",0.0185340294424,603
"1544","s__ramosum3","g__Clostridium","CRP",0.444035082819038,"+","+ Clostridium","Genus",0.000758952349359663,2687
"1545","s__indoligenes1","g__Moryella","CRP",0.422589223058112,"+","+ Moryella","Genus",0.00310139386143759,214
"1546","s__muciniphila2","g__Akkermansia","Naive vs. Effector CD8+",0.318517913378891,"-","- Akkermansia","Genus",-0.000113211800795691,4025
"1547","g__[Prevotella]8","g__[Prevotella]","Naive vs. Effector CD8+",0.335266976980751,"+","+ [Prevotella]","Genus",0.013531192338915,4000
"1548","s__copri5","g__Prevotella","Naive vs. Effector CD8+",0.315702516058782,"-","- Prevotella","Genus",-3.29765231248762e-05,3894
"1549","g__Paraprevotella9","g__Paraprevotella","Naive vs. Effector CD8+",0.324127363547421,"-","- Paraprevotella","Genus",-0.00173303927087813,3840
"1550","g__Porphyromonas27","g__Porphyromonas","Naive vs. Effector CD8+",0.40188323726075,"-","- Porphyromonas","Genus",-0.0111680799133525,3643
"1551","g__Butyricimonas21","g__Butyricimonas","Naive vs. Effector CD8+",0.331654228794445,"+","+ Butyricimonas","Genus",0.00129211234134276,3789
"1552","g__Odoribacter6","g__Odoribacter","Naive vs. Effector CD8+",0.319418426037237,"+","+ Odoribacter","Genus",8.39943750980502e-05,3781
"1553","s__distasonis3","g__Parabacteroides","Naive vs. Effector CD8+",0.327503149301885,"+","+ Parabacteroides","Genus",0.00017590637029669,3767
"1554","s__mizutaii2","g__Sphingobacterium","Naive vs. Effector CD8+",0.37023442724395,"+","+ Sphingobacterium","Genus",0.0566967004067746,3623
"1555","g__Chryseobacterium4","g__Chryseobacterium","Naive vs. Effector CD8+",0.316910219139799,"-","- Chryseobacterium","Genus",-0.0020544945823205,3590
"1556","s__massiliensis1","g__Alistipes","Naive vs. Effector CD8+",0.338010929828572,"+","+ Alistipes","Genus",0.000329708837030451,3544
"1557","g__Bacteroides71","g__Bacteroides","Naive vs. Effector CD8+",0.32258775400489,"+","+ Bacteroides","Genus",9.51122479679468e-05,3444
"1558","g__Bilophila1","g__Bilophila","Naive vs. Effector CD8+",0.326665645952876,"+","+ Bilophila","Genus",0.000284759541904119,3409
"1559","g__Desulfovibrio11","g__Desulfovibrio","Naive vs. Effector CD8+",0.315230524710081,"-","- Desulfovibrio","Genus",-8.9497814297899e-05,3381
"1560","g__Sphingomonas1","g__Sphingomonas","Naive vs. Effector CD8+",0.336123543982817,"+","+ Sphingomonas","Genus",0.0179424390310345,3354
"1561","s__diminuta4","g__Brevundimonas","Naive vs. Effector CD8+",0.3178797181337,"+","+ Brevundimonas","Genus",0.00129028690813147,3311
"1562","s__acidaminiphila2","g__Stenotrophomonas","Naive vs. Effector CD8+",0.324459078737628,"-","- Stenotrophomonas","Genus",-0.00457421968028204,3283
"1563","g__Pseudoxanthomonas1","g__Pseudoxanthomonas","Naive vs. Effector CD8+",0.331046788147507,"+","+ Pseudoxanthomonas","Genus",0.0207382536014767,3281
"1564","s__fragi1","g__Pseudomonas","Naive vs. Effector CD8+",0.320393677022453,"+","+ Pseudomonas","Genus",0.00169843615647196,3264
"1565","g__Achromobacter2","g__Achromobacter","Naive vs. Effector CD8+",0.317094900683741,"+","+ Achromobacter","Genus",0.00139778066598607,3233
"1566","g__Sutterella31","g__Sutterella","Naive vs. Effector CD8+",0.3176768608824,"-","- Sutterella","Genus",-4.97718677427277e-05,3187
"1567","g__Oxalobacter1","g__Oxalobacter","Naive vs. Effector CD8+",0.318961008462296,"+","+ Oxalobacter","Genus",0.000694663491352371,3208
"1568","s__bryophila1","g__Burkholderia","Naive vs. Effector CD8+",0.314643413104995,"+","+ Burkholderia","Genus",0.000153517085637803,3152
"1569","g__Succinivibrio1","g__Succinivibrio","Naive vs. Effector CD8+",0.564679834857045,"-","- Succinivibrio","Genus",-0.491881389587968,3139
"1570","s__marcescens2","g__Serratia","Naive vs. Effector CD8+",0.321443961500162,"+","+ Serratia","Genus",0.00684566966048698,3113
"1571","s__influenzae1","g__Haemophilus","Naive vs. Effector CD8+",0.318300529363223,"+","+ Haemophilus","Genus",0.000167492476789366,3095
"1572","g__Acinetobacter3","g__Acinetobacter","Naive vs. Effector CD8+",0.324803433232629,"+","+ Acinetobacter","Genus",0.00680547713132139,3078
"1573","g__Methanobrevibacter2","g__Methanobrevibacter","Naive vs. Effector CD8+",0.33369351024057,"-","- Methanobrevibacter","Genus",-0.00421555185298447,3043
"1574","g__Holdemania2","g__Holdemania","Naive vs. Effector CD8+",0.3585435384026,"-","- Holdemania","Genus",-0.000710505390587012,3008
"1575","g__cc_1154","g__cc_115","Naive vs. Effector CD8+",0.313827195869564,"+","+ cc_115","Genus",4.35593441072646e-06,2989
"1576","s__biforme11","g__[Eubacterium]","Naive vs. Effector CD8+",0.350911317601016,"+","+ [Eubacterium]","Genus",0.000927366377372028,2978
"1577","g__SMB532","g__SMB53","Naive vs. Effector CD8+",0.322882576648942,"+","+ SMB53","Genus",0.00127747714588204,2954
"1578","g__Peptostreptococcus1","g__Peptostreptococcus","Naive vs. Effector CD8+",0.320912499605884,"-","- Peptostreptococcus","Genus",-0.00184622764314188,2947
"1579","g__Peptoniphilus15","g__Peptoniphilus","Naive vs. Effector CD8+",0.327951153787419,"-","- Peptoniphilus","Genus",-0.000912938197307744,2923
"1580","g__Anaerococcus36","g__Anaerococcus","Naive vs. Effector CD8+",0.325891751764355,"-","- Anaerococcus","Genus",-0.000581676524757516,2869
"1581","g__1-683","g__1-68","Naive vs. Effector CD8+",0.322294807986137,"+","+ 1-68","Genus",0.000796409218034237,2859
"1582","g__Finegoldia1","g__Finegoldia","Naive vs. Effector CD8+",0.320142910007037,"-","- Finegoldia","Genus",-0.000200581803630559,2856
"1583","g__Gallicola3","g__Gallicola","Naive vs. Effector CD8+",0.316374519317711,"+","+ Gallicola","Genus",0.000972774295171557,2848
"1584","g__Parvimonas2","g__Parvimonas","Naive vs. Effector CD8+",0.32940358079362,"-","- Parvimonas","Genus",-0.00914169474421163,2845
"1585","g__ph24","g__ph2","Naive vs. Effector CD8+",0.320651790892995,"-","- ph2","Genus",-0.000532876669420246,2839
"1586","g__Mogibacterium2","g__Mogibacterium","Naive vs. Effector CD8+",0.314931993418307,"-","- Mogibacterium","Genus",-8.94595013916933e-05,2829
"1587","g__Lactococcus2","g__Lactococcus","Naive vs. Effector CD8+",0.32200517496616,"-","- Lactococcus","Genus",-0.000335501802859653,2753
"1588","g__Streptococcus14","g__Streptococcus","Naive vs. Effector CD8+",0.317478145371645,"-","- Streptococcus","Genus",-4.2451936871078e-05,2729
"1589","g__Catenibacterium14","g__Catenibacterium","Naive vs. Effector CD8+",0.314227528400712,"+","+ Catenibacterium","Genus",8.08811033667865e-05,2707
"1590","s__ramosum3","g__Clostridium","Naive vs. Effector CD8+",0.325518515848948,"+","+ Clostridium","Genus",0.000244404549586856,2687
"1591","g__Coprobacillus4","g__Coprobacillus","Naive vs. Effector CD8+",0.318737233496686,"-","- Coprobacillus","Genus",-0.000126597903715235,2679
"1592","g__Fusobacterium5","g__Fusobacterium","Naive vs. Effector CD8+",0.316031074769953,"-","- Fusobacterium","Genus",-0.000324473572236909,2662
"1593","g__Sneathia3","g__Sneathia","Naive vs. Effector CD8+",0.355647942375651,"-","- Sneathia","Genus",-0.0392853162886481,2642
"1594","s__aerofaciens3","g__Collinsella","Naive vs. Effector CD8+",0.365606747730804,"-","- Collinsella","Genus",-0.000645235866787796,2619
"1595","s__vaginae1","g__Atopobium","Naive vs. Effector CD8+",0.317284418745345,"-","- Atopobium","Genus",-0.000409106924542967,2594
"1596","g__Adlercreutzia5","g__Adlercreutzia","Naive vs. Effector CD8+",0.382062267547994,"+","+ Adlercreutzia","Genus",0.00316795763701141,2572
"1597","g__Slackia2","g__Slackia","Naive vs. Effector CD8+",0.316552118315442,"+","+ Slackia","Genus",0.000184725299315891,2562
"1598","s__lenta6","g__Eggerthella","Naive vs. Effector CD8+",0.321720428509035,"+","+ Eggerthella","Genus",0.000198376550575947,2548
"1599","g__Acidaminococcus3","g__Acidaminococcus","Naive vs. Effector CD8+",0.321174914912654,"+","+ Acidaminococcus","Genus",0.000841623986354549,2462
"1600","g__Phascolarctobacterium19","g__Phascolarctobacterium","Naive vs. Effector CD8+",0.345547268161922,"+","+ Phascolarctobacterium","Genus",0.000868669615986977,2456
"1601","g__Dialister8","g__Dialister","Naive vs. Effector CD8+",0.329928063591618,"-","- Dialister","Genus",-0.000381099184508101,2442
"1602","s__parvula2","g__Veillonella","Naive vs. Effector CD8+",0.323807618940314,"-","- Veillonella","Genus",-0.0010701435958554,2406
"1603","g__Megasphaera4","g__Megasphaera","Naive vs. Effector CD8+",0.328902517880906,"+","+ Megasphaera","Genus",0.00223355745727609,2399
"1604","g__Megamonas2","g__Megamonas","Naive vs. Effector CD8+",0.314092275015538,"+","+ Megamonas","Genus",0.000149881777067252,2383
"1605","s__helveticus5","g__Lactobacillus","Naive vs. Effector CD8+",0.375476996806859,"+","+ Lactobacillus","Genus",0.0111640807401327,2333
"1606","g__Weissella1","g__Weissella","Naive vs. Effector CD8+",0.319896712486803,"+","+ Weissella","Genus",0.00228346518685994,2321
"1607","g__Turicibacter3","g__Turicibacter","Naive vs. Effector CD8+",0.347183271158699,"+","+ Turicibacter","Genus",0.00313361736940323,2312
"1608","g__Enterococcus1","g__Enterococcus","Naive vs. Effector CD8+",0.340144332191553,"+","+ Enterococcus","Genus",0.00535530716022449,2283
"1609","g__Bacillus3","g__Bacillus","Naive vs. Effector CD8+",0.314502195591516,"-","- Bacillus","Genus",-0.00042551816715247,2274
"1610","g__Facklamia3","g__Facklamia","Naive vs. Effector CD8+",0.316200737016434,"-","- Facklamia","Genus",-0.000613455153317901,2266
"1611","g__Corynebacterium6","g__Corynebacterium","Naive vs. Effector CD8+",0.442053689318484,"+","+ Corynebacterium","Genus",0.0206474548000715,2149
"1612","g__Brevibacterium2","g__Brevibacterium","Naive vs. Effector CD8+",0.315384413713331,"-","- Brevibacterium","Genus",-0.000607444523053459,2124
"1613","g__Bifidobacterium1","g__Bifidobacterium","Naive vs. Effector CD8+",0.319188229369877,"-","- Bifidobacterium","Genus",-5.75266671431153e-05,2108
"1614","g__Gardnerella2","g__Gardnerella","Naive vs. Effector CD8+",0.323188670030984,"-","- Gardnerella","Genus",-0.00420518022029597,2096
"1615","g__Mobiluncus1","g__Mobiluncus","Naive vs. Effector CD8+",0.319655096665485,"-","- Mobiluncus","Genus",-0.00126007085394997,2091
"1616","g__Varibaculum2","g__Varibaculum","Naive vs. Effector CD8+",0.361781440657778,"-","- Varibaculum","Genus",-0.0126524086649774,2088
"1617","g__Actinomyces6","g__Actinomyces","Naive vs. Effector CD8+",0.325158757080247,"-","- Actinomyces","Genus",-0.000420459324222556,2081
"1618","s__mucilaginosa4","g__Rothia","Naive vs. Effector CD8+",0.342647727295116,"-","- Rothia","Genus",-0.0101902623613592,2072
"1619","g__WAL_1855D3","g__WAL_1855D","Naive vs. Effector CD8+",0.344042193696958,"-","- WAL_1855D","Genus",-0.00291570034924805,2060
"1620","g__Dehalobacterium10","g__Dehalobacterium","Naive vs. Effector CD8+",0.314363930621665,"-","- Dehalobacterium","Genus",-8.58972773999483e-05,2038
"1621","g__Campylobacter1","g__Campylobacter","Naive vs. Effector CD8+",0.315864937971335,"+","+ Campylobacter","Genus",0.000103281266773633,2036
"1622","g__Peptococcus2","g__Peptococcus","Naive vs. Effector CD8+",0.316729393316499,"-","- Peptococcus","Genus",-0.000570672871372798,2027
"1623","g__rc4-42","g__rc4-4","Naive vs. Effector CD8+",0.313959380748644,"-","- rc4-4","Genus",-3.7571245301069e-05,2020
"1624","g__Pseudoramibacter_Eubacterium2","g__Pseudoramibacter_Eubacterium","Naive vs. Effector CD8+",0.315541743993526,"-","- Pseudoramibacter_Eubacterium","Genus",-0.000413883181099393,2007
"1625","s__pullicaecorum6","g__Butyricicoccus","Naive vs. Effector CD8+",0.332294664054542,"-","- Butyricicoccus","Genus",-0.00162088145401798,1855
"1626","s__ramosum3","g__Clostridium","Naive vs. Effector CD8+",0.327076571321588,"-","- Clostridium","Genus",-0.000157741483216752,2687
"1627","s__ramosum3","g__Clostridium","Naive vs. Effector CD8+",0.315079856963444,"+","+ Clostridium","Genus",3.56011835066407e-05,2687
"1628","g__Anaerotruncus2","g__Anaerotruncus","Naive vs. Effector CD8+",0.348950245797732,"+","+ Anaerotruncus","Genus",0.00508481306492641,1607
"1629","s__prausnitzii54","g__Faecalibacterium","Naive vs. Effector CD8+",0.318087216566468,"+","+ Faecalibacterium","Genus",2.56453489748755e-05,1487
"1630","s__formicilis20","g__Gemmiger","Naive vs. Effector CD8+",0.341339883657014,"+","+ Gemmiger","Genus",0.000280227380353379,1431
"1631","s__flavefaciens6","g__Ruminococcus","Naive vs. Effector CD8+",0.334454661321861,"+","+ Ruminococcus","Genus",0.000158495748821385,1351
"1632","g__Oscillospira102","g__Oscillospira","Naive vs. Effector CD8+",0.328415095114373,"-","- Oscillospira","Genus",-0.000130070137319984,1043
"1633","g__Coprococcus41","g__Coprococcus","Naive vs. Effector CD8+",0.326272762194523,"+","+ Coprococcus","Genus",0.000112436572805819,809
"1634","g__Lachnospira27","g__Lachnospira","Naive vs. Effector CD8+",0.353115335988515,"-","- Lachnospira","Genus",-0.0003810118088845,722
"1635","g__Anaerostipes14","g__Anaerostipes","Naive vs. Effector CD8+",0.314786793626242,"+","+ Anaerostipes","Genus",1.46022716655281e-05,647
"1636","g__Dorea35","g__Dorea","Naive vs. Effector CD8+",0.481185666109034,"+","+ Dorea","Genus",0.00125223131650997,85
"1637","g__Blautia26","g__Blautia","Naive vs. Effector CD8+",0.339044891233043,"-","- Blautia","Genus",-0.000175092640840774,535
"1638","s__flavefaciens6","g__Ruminococcus","Naive vs. Effector CD8+",0.323492888765387,"+","+ Ruminococcus","Genus",0.00039283934388299,1351
"1639","g__Roseburia17","g__Roseburia","Naive vs. Effector CD8+",0.33297446721388,"+","+ Roseburia","Genus",0.000156030672974326,390
"1640","g__Shuttleworthia3","g__Shuttleworthia","Naive vs. Effector CD8+",0.337030006989682,"-","- Shuttleworthia","Genus",-0.00547109154150689,308
"1641","g__Lachnobacterium4","g__Lachnobacterium","Naive vs. Effector CD8+",0.330471669376201,"+","+ Lachnobacterium","Genus",0.00343122733784086,301
"1642","g__[Ruminococcus]7","g__[Ruminococcus]","Naive vs. Effector CD8+",0.418265361778272,"+","+ [Ruminococcus]","Genus",0.000756816069554176,603
"1643","s__ramosum3","g__Clostridium","Naive vs. Effector CD8+",0.390528243193648,"-","- Clostridium","Genus",-0.000407470065512846,2687
"1644","s__indoligenes1","g__Moryella","Naive vs. Effector CD8+",0.732496582923298,"-","- Moryella","Genus",-0.984777000339218,214
"1645","s__muciniphila2","g__Akkermansia","CD4+ vs. CD8+",0.319902068630123,"-","- Akkermansia","Genus",-0.000161960543597292,4025
"1646","g__[Prevotella]8","g__[Prevotella]","CD4+ vs. CD8+",0.315747245045796,"+","+ [Prevotella]","Genus",0.000691184237379604,4000
"1647","s__copri5","g__Prevotella","CD4+ vs. CD8+",0.314234311424627,"-","- Prevotella","Genus",-3.95795297974396e-05,3894
"1648","g__Paraprevotella9","g__Paraprevotella","CD4+ vs. CD8+",0.322005178783474,"-","- Paraprevotella","Genus",-0.000987376054540647,3840
"1649","g__Porphyromonas27","g__Porphyromonas","CD4+ vs. CD8+",0.326737349459652,"-","- Porphyromonas","Genus",-0.000449543301614278,3643
"1650","g__Butyricimonas21","g__Butyricimonas","CD4+ vs. CD8+",0.325373533491599,"+","+ Butyricimonas","Genus",0.00045034026677974,3789
"1651","g__Odoribacter6","g__Odoribacter","CD4+ vs. CD8+",0.315116863784692,"-","- Odoribacter","Genus",-5.05184496161432e-05,3781
"1652","s__distasonis3","g__Parabacteroides","CD4+ vs. CD8+",0.312825602634784,"-","- Parabacteroides","Genus",-1.62954876962376e-05,3767
"1653","s__mizutaii2","g__Sphingobacterium","CD4+ vs. CD8+",0.336344284439451,"+","+ Sphingobacterium","Genus",0.036532436126309,3623
"1654","g__Chryseobacterium4","g__Chryseobacterium","CD4+ vs. CD8+",0.314374795704481,"-","- Chryseobacterium","Genus",-0.00135657694777367,3590
"1655","s__massiliensis1","g__Alistipes","CD4+ vs. CD8+",0.326254517858386,"+","+ Alistipes","Genus",0.00019350260361335,3544
"1656","g__Bacteroides71","g__Bacteroides","CD4+ vs. CD8+",0.317302472954703,"-","- Bacteroides","Genus",-7.69891926787697e-05,3444
"1657","g__Bilophila1","g__Bilophila","CD4+ vs. CD8+",0.325801782330607,"+","+ Bilophila","Genus",0.000220864973575999,3409
"1658","g__Desulfovibrio11","g__Desulfovibrio","CD4+ vs. CD8+",0.317119378945837,"-","- Desulfovibrio","Genus",-0.000203772518950764,3381
"1659","g__Sphingomonas1","g__Sphingomonas","CD4+ vs. CD8+",0.318937498458328,"+","+ Sphingomonas","Genus",0.00301689477853886,3354
"1660","s__diminuta4","g__Brevundimonas","CD4+ vs. CD8+",0.314097112836458,"+","+ Brevundimonas","Genus",0.000514955723680504,3311
"1661","s__acidaminiphila2","g__Stenotrophomonas","CD4+ vs. CD8+",0.32952322775623,"-","- Stenotrophomonas","Genus",-0.0104949170023721,3283
"1662","g__Pseudoxanthomonas1","g__Pseudoxanthomonas","CD4+ vs. CD8+",0.40281431941709,"+","+ Pseudoxanthomonas","Genus",0.444774113546423,3281
"1663","s__fragi1","g__Pseudomonas","CD4+ vs. CD8+",0.312945545337639,"+","+ Pseudomonas","Genus",0.000133983657898161,3264
"1664","g__Achromobacter2","g__Achromobacter","CD4+ vs. CD8+",0.313319051107855,"-","- Achromobacter","Genus",-0.000472294932592263,3233
"1665","g__Sutterella31","g__Sutterella","CD4+ vs. CD8+",0.315426368659419,"-","- Sutterella","Genus",-5.53062624693345e-05,3187
"1666","g__Oxalobacter1","g__Oxalobacter","CD4+ vs. CD8+",0.316419155609747,"+","+ Oxalobacter","Genus",0.000398547021700146,3208
"1667","s__bryophila1","g__Burkholderia","CD4+ vs. CD8+",0.313962687652145,"+","+ Burkholderia","Genus",0.000170783517794938,3152
"1668","g__Succinivibrio1","g__Succinivibrio","CD4+ vs. CD8+",0.382453691987966,"-","- Succinivibrio","Genus",-0.227889702147542,3139
"1669","s__marcescens2","g__Serratia","CD4+ vs. CD8+",0.315912935891479,"+","+ Serratia","Genus",0.00244616004605103,3113
"1670","s__influenzae1","g__Haemophilus","CD4+ vs. CD8+",0.316763913480329,"-","- Haemophilus","Genus",-0.000151192112385688,3095
"1671","g__Acinetobacter3","g__Acinetobacter","CD4+ vs. CD8+",0.319409966473219,"+","+ Acinetobacter","Genus",0.00254943372045126,3078
"1672","g__Methanobrevibacter2","g__Methanobrevibacter","CD4+ vs. CD8+",0.323203542925401,"-","- Methanobrevibacter","Genus",-0.00119776389485979,3043
"1673","g__Holdemania2","g__Holdemania","CD4+ vs. CD8+",0.330833771912006,"-","- Holdemania","Genus",-0.000256833393259493,3008
"1674","g__cc_1154","g__cc_115","CD4+ vs. CD8+",0.315271333582822,"+","+ cc_115","Genus",0.000141779526498086,2989
"1675","s__biforme11","g__[Eubacterium]","CD4+ vs. CD8+",0.343152381034632,"+","+ [Eubacterium]","Genus",0.000609363588757748,2978
"1676","g__SMB532","g__SMB53","CD4+ vs. CD8+",0.312006602893573,"-","- SMB53","Genus",-5.47156324623228e-07,2954
"1677","g__Peptostreptococcus1","g__Peptostreptococcus","CD4+ vs. CD8+",0.313067683893288,"-","- Peptostreptococcus","Genus",-0.000116260685452894,2947
"1678","g__Peptoniphilus15","g__Peptoniphilus","CD4+ vs. CD8+",0.31625186153569,"-","- Peptoniphilus","Genus",-0.000113273330581865,2923
"1679","g__Anaerococcus36","g__Anaerococcus","CD4+ vs. CD8+",0.317678665504516,"-","- Anaerococcus","Genus",-0.000130026892428102,2869
"1680","g__1-683","g__1-68","CD4+ vs. CD8+",0.31658910613713,"+","+ 1-68","Genus",0.000189357256638348,2859
"1681","g__Finegoldia1","g__Finegoldia","CD4+ vs. CD8+",0.31246458645302,"+","+ Finegoldia","Genus",9.89006161968534e-06,2856
"1682","g__Gallicola3","g__Gallicola","CD4+ vs. CD8+",0.313572181103633,"+","+ Gallicola","Genus",0.000570948984645092,2848
"1683","g__Parvimonas2","g__Parvimonas","CD4+ vs. CD8+",0.314963439843216,"-","- Parvimonas","Genus",-0.000433597019610174,2845
"1684","g__ph24","g__ph2","CD4+ vs. CD8+",0.328913201252637,"+","+ ph2","Genus",0.00172186471992725,2839
"1685","g__Mogibacterium2","g__Mogibacterium","CD4+ vs. CD8+",0.31787293696958,"+","+ Mogibacterium","Genus",0.000252064375115537,2829
"1686","g__Lactococcus2","g__Lactococcus","CD4+ vs. CD8+",0.312348061010986,"-","- Lactococcus","Genus",-9.83009382165844e-06,2753
"1687","g__Streptococcus14","g__Streptococcus","CD4+ vs. CD8+",0.345044077921249,"+","+ Streptococcus","Genus",0.000869608643477692,2729
"1688","g__Catenibacterium14","g__Catenibacterium","CD4+ vs. CD8+",0.315585229787255,"-","- Catenibacterium","Genus",-0.00021558493559644,2707
"1689","s__ramosum3","g__Clostridium","CD4+ vs. CD8+",0.322288051313159,"+","+ Clostridium","Genus",0.000178168874729915,2687
"1690","g__Coprobacillus4","g__Coprobacillus","CD4+ vs. CD8+",0.321197427954557,"-","- Coprobacillus","Genus",-0.000233034552573604,2679
"1691","g__Fusobacterium5","g__Fusobacterium","CD4+ vs. CD8+",0.312233131192438,"-","- Fusobacterium","Genus",-2.74667635839772e-05,2662
"1692","g__Sneathia3","g__Sneathia","CD4+ vs. CD8+",0.320668777615451,"-","- Sneathia","Genus",-0.00760471199139216,2642
"1693","s__aerofaciens3","g__Collinsella","CD4+ vs. CD8+",0.348665169337908,"-","- Collinsella","Genus",-0.000692769025927643,2619
"1694","s__vaginae1","g__Atopobium","CD4+ vs. CD8+",0.320153565371548,"+","+ Atopobium","Genus",0.000921537679113606,2594
"1695","g__Adlercreutzia5","g__Adlercreutzia","CD4+ vs. CD8+",0.333185382396517,"+","+ Adlercreutzia","Genus",0.000331072966022686,2572
"1696","g__Slackia2","g__Slackia","CD4+ vs. CD8+",0.31807354530264,"+","+ Slackia","Genus",0.000264305388868452,2562
"1697","s__lenta6","g__Eggerthella","CD4+ vs. CD8+",0.324587567110389,"+","+ Eggerthella","Genus",0.000267692738596537,2548
"1698","g__Acidaminococcus3","g__Acidaminococcus","CD4+ vs. CD8+",0.317489629334174,"+","+ Acidaminococcus","Genus",0.000324797303890871,2462
"1699","g__Phascolarctobacterium19","g__Phascolarctobacterium","CD4+ vs. CD8+",0.341471266827463,"+","+ Phascolarctobacterium","Genus",0.000633456431141076,2456
"1700","g__Dialister8","g__Dialister","CD4+ vs. CD8+",0.346697851927059,"-","- Dialister","Genus",-0.00150968088794104,2442
"1701","s__parvula2","g__Veillonella","CD4+ vs. CD8+",0.322887785646749,"-","- Veillonella","Genus",-0.000634998418310559,2406
"1702","g__Megasphaera4","g__Megasphaera","CD4+ vs. CD8+",0.318491865899793,"+","+ Megasphaera","Genus",0.000261695664763559,2399
"1703","g__Megamonas2","g__Megamonas","CD4+ vs. CD8+",0.314812748310639,"+","+ Megamonas","Genus",0.000555532335440988,2383
"1704","s__helveticus5","g__Lactobacillus","CD4+ vs. CD8+",0.321729639227053,"+","+ Lactobacillus","Genus",0.000357071684542886,2333
"1705","g__Weissella1","g__Weissella","CD4+ vs. CD8+",0.316939452388987,"+","+ Weissella","Genus",0.00154911337258063,2321
"1706","g__Turicibacter3","g__Turicibacter","CD4+ vs. CD8+",0.334128105807409,"+","+ Turicibacter","Genus",0.000736811081877693,2312
"1707","g__Enterococcus1","g__Enterococcus","CD4+ vs. CD8+",0.318711168222943,"+","+ Enterococcus","Genus",0.000298921472980706,2283
"1708","g__Bacillus3","g__Bacillus","CD4+ vs. CD8+",0.313701075610339,"+","+ Bacillus","Genus",0.000615229575770732,2274
"1709","g__Facklamia3","g__Facklamia","CD4+ vs. CD8+",0.312704100404563,"+","+ Facklamia","Genus",0.000114473729001278,2266
"1710","g__Corynebacterium6","g__Corynebacterium","CD4+ vs. CD8+",0.320932748814604,"+","+ Corynebacterium","Genus",0.000203066722037863,2149
"1711","g__Brevibacterium2","g__Brevibacterium","CD4+ vs. CD8+",0.322584415961837,"-","- Brevibacterium","Genus",-0.0102626074733807,2124
"1712","g__Bifidobacterium1","g__Bifidobacterium","CD4+ vs. CD8+",0.363276413943959,"-","- Bifidobacterium","Genus",-0.00153015751464081,2108
"1713","g__Gardnerella2","g__Gardnerella","CD4+ vs. CD8+",0.32353044376124,"-","- Gardnerella","Genus",-0.00543633905705634,2096
"1714","g__Mobiluncus1","g__Mobiluncus","CD4+ vs. CD8+",0.31451719746564,"-","- Mobiluncus","Genus",-0.000269642817248935,2091
"1715","g__Varibaculum2","g__Varibaculum","CD4+ vs. CD8+",0.312583351316296,"-","- Varibaculum","Genus",-1.97937403748045e-05,2088
"1716","g__Actinomyces6","g__Actinomyces","CD4+ vs. CD8+",0.327787446835511,"+","+ Actinomyces","Genus",0.000344475185276995,2081
"1717","s__mucilaginosa4","g__Rothia","CD4+ vs. CD8+",0.337514657791132,"-","- Rothia","Genus",-0.0116638520032277,2072
"1718","g__WAL_1855D3","g__WAL_1855D","CD4+ vs. CD8+",0.328342082319343,"-","- WAL_1855D","Genus",-0.000603307270004263,2060
"1719","g__Dehalobacterium10","g__Dehalobacterium","CD4+ vs. CD8+",0.313192189445641,"+","+ Dehalobacterium","Genus",6.13588994632864e-05,2038
"1720","g__Campylobacter1","g__Campylobacter","CD4+ vs. CD8+",0.332329964746281,"+","+ Campylobacter","Genus",0.0017726448899611,2036
"1721","g__Peptococcus2","g__Peptococcus","CD4+ vs. CD8+",0.316082781264205,"-","- Peptococcus","Genus",-0.000500086691720899,2027
"1722","g__rc4-42","g__rc4-4","CD4+ vs. CD8+",0.314663158389556,"-","- rc4-4","Genus",-0.000128095381312381,2020
"1723","g__Pseudoramibacter_Eubacterium2","g__Pseudoramibacter_Eubacterium","CD4+ vs. CD8+",0.338788661228247,"+","+ Pseudoramibacter_Eubacterium","Genus",0.032442427682204,2007
"1724","s__pullicaecorum6","g__Butyricicoccus","CD4+ vs. CD8+",0.335169963813154,"-","- Butyricicoccus","Genus",-0.00126806358776476,1855
"1725","s__ramosum3","g__Clostridium","CD4+ vs. CD8+",0.312119935449027,"-","- Clostridium","Genus",-3.88859255794351e-06,2687
"1726","s__ramosum3","g__Clostridium","CD4+ vs. CD8+",0.319651368987365,"-","- Clostridium","Genus",-0.000141949274965224,2687
"1727","g__Anaerotruncus2","g__Anaerotruncus","CD4+ vs. CD8+",0.327244234900634,"+","+ Anaerotruncus","Genus",0.000571194568477632,1607
"1728","s__prausnitzii54","g__Faecalibacterium","CD4+ vs. CD8+",0.357858213600163,"-","- Faecalibacterium","Genus",-0.000517291542955663,1487
"1729","s__formicilis20","g__Gemmiger","CD4+ vs. CD8+",0.350960893120843,"+","+ Gemmiger","Genus",0.000630616233757175,1431
"1730","s__flavefaciens6","g__Ruminococcus","CD4+ vs. CD8+",0.313831017389002,"-","- Ruminococcus","Genus",-3.0057812107593e-05,1351
"1731","g__Oscillospira102","g__Oscillospira","CD4+ vs. CD8+",0.330161851715428,"-","- Oscillospira","Genus",-0.000216774160486981,1043
"1732","g__Coprococcus41","g__Coprococcus","CD4+ vs. CD8+",0.319169810242363,"-","- Coprococcus","Genus",-8.56408500312961e-05,809
